row_id,zone_id,zone_name,state,city,week_start_date,week_end_date,week_number,year,data_source,zone_flood_risk_base,zone_elevation_m,zone_elevation_category,zone_drainage_quality,zone_drainage_score,zone_area_sqkm,zone_population_density,zone_proximity_water_body_km,zone_road_network_density,historical_flood_count_5yr,historical_avg_disruption_days_yr,historical_rsmd_count_5yr,month,quarter,is_northeast_monsoon,is_southwest_monsoon,is_summer_season,is_winter_season,festival_week,festival_name,cyclone_season_active,rainfall_mm,max_daily_rainfall_mm,avg_daily_rainfall_mm,rainfall_7d_rolling_mm,rainfall_30d_rolling_mm,rainfall_trend_slope,humidity_avg_pct,humidity_max_pct,temp_avg_celsius,temp_max_celsius,temp_min_celsius,wind_speed_avg_kmh,wind_speed_max_kmh,sea_level_pressure_hpa,cloud_cover_pct,AQI_avg,heatwave_declared,flood_alert_level,ndma_alert_level,ndma_emergency_alert_active,cyclone_warning_active,imd_forecast_rain_7d_mm,rsmd_news_score,rsmd_news_source_count,google_maps_congestion_index,stfi_event_confirmed,stfi_event_severity,rsmd_event_confirmed,rsmd_event_type,rsmd_event_severity,disruption_event_active,prev_week_risk_score,prev_2week_risk_score,prev_4week_risk_score,same_week_last_year_risk,same_week_2yr_ago_risk,prev_week_rainfall_mm,prev_month_avg_rainfall_mm,zone_risk_score,is_disruption_week,seasonal_loading_factor,disruption_type_actual
RISK-ADYAR-2014-W11,ADYAR,Adyar,Tamil Nadu,Chennai,2014-03-10,2014-03-16,11,2014,synthetic_historical,0.8,5.8,LOW,POOR,0.22,8.7,14200,0.1,0.79,5,14.2,1,3,1,0,0,1,0,0,NONE,0,18.7581,14.6691,2.6797,58.2319,114.2963,4.5381,51.4834,64.1648,39.5045,44.6142,34.4711,15.0332,32.1043,1009.7083,39.8427,92.0651,0,0,0,0,0,10.0511,0.1162,1,0.1856,0,NONE,0,NONE,NONE,0,0.0867,0.2872,0.2627,0.0,0.0,16.6351,3.708675,0.1142,0,0.0,NONE
RISK-ADYAR-2014-W12,ADYAR,Adyar,Tamil Nadu,Chennai,2014-03-17,2014-03-23,12,2014,synthetic_historical,0.8,5.8,LOW,POOR,0.22,8.7,14200,0.1,0.75,5,14.2,1,3,1,0,0,1,0,0,NONE,0,17.4646,13.1865,2.4949,57.8584,61.1955,5.2972,55.7586,69.7462,33.3586,38.0144,27.5615,16.9679,30.0563,1010.1211,25.0289,126.6934,0,0,0,0,0,17.3041,0.1045,0,0.4238,0,NONE,0,NONE,NONE,0,0.1142,0.0867,0.2824,0.0,0.0,18.7581,3.58,0.0756,0,0.0,NONE
RISK-ADYAR-2014-W13,ADYAR,Adyar,Tamil Nadu,Chennai,2014-03-24,2014-03-30,13,2014,synthetic_historical,0.8,5.8,LOW,POOR,0.22,8.7,14200,0.1,0.7,5,14.2,1,3,1,0,0,1,0,0,NONE,0,0.1638,0.1299,0.0234,12.687,180.2906,-0.2088,68.4311,83.1598,34.0486,37.6863,28.1185,7.7948,18.2779,1009.3275,27.2625,61.1026,0,0,0,0,0,0.107,0.2036,1,0.394,0,NONE,0,NONE,NONE,0,0.0756,0.1142,0.2872,0.0,0.0,17.4646,3.056125,0.0946,0,0.0,NONE
RISK-ADYAR-2014-W14,ADYAR,Adyar,Tamil Nadu,Chennai,2014-03-31,2014-04-06,14,2014,synthetic_historical,0.8,5.8,LOW,POOR,0.22,8.7,14200,0.1,0.84,5,14.2,1,3,1,0,0,1,0,0,NONE,0,0.7243,0.5292,0.1035,50.0595,163.6317,1.2333,59.608,66.3181,37.6396,41.4438,33.6918,5.8468,17.6675,1013.8105,45.9592,52.5912,0,0,0,0,0,0.8078,0.2057,1,0.3452,0,NONE,0,NONE,NONE,0,0.0946,0.0756,0.0867,0.0,0.0,0.1638,1.8936,0.1144,0,0.0,NONE
RISK-ADYAR-2014-W14,ADYAR,Adyar,Tamil Nadu,Chennai,2014-04-01,2014-04-07,14,2014,synthetic_historical,0.8,5.8,LOW,POOR,0.22,8.7,14200,0.1,0.6,5,14.2,1,4,2,0,0,1,0,0,NONE,0,5.0353,3.1819,0.7193,37.5017,162.3038,6.8663,60.0539,63.8089,36.2601,41.1497,32.3357,8.7365,23.2959,1014.8366,61.6926,107.0668,0,0,0,0,0,4.0388,0.0481,1,0.4315,0,NONE,0,NONE,NONE,0,0.1144,0.0946,0.1142,0.0,0.0,0.7243,1.325375,0.0799,0,0.0,NONE
RISK-ADYAR-2014-W14,ADYAR,Adyar,Tamil Nadu,Chennai,2014-04-01,2014-04-07,14,2014,synthetic_historical,0.8,5.8,LOW,POOR,0.22,8.7,14200,0.1,0.7,5,14.2,1,4,2,0,0,1,0,0,NONE,0,3.577,2.7879,0.511,14.5485,166.9845,-0.6445,57.0556,68.6049,41.8069,45.5473,35.9928,20.4606,31.4225,1014.4788,49.3921,146.0133,0,0,0,0,0,3.0311,0.0868,1,0.4492,0,NONE,0,NONE,NONE,0,0.0799,0.1144,0.0756,0.0,0.0,5.0353,0.835275,0.096,0,0.0,NONE
RISK-ADYAR-2014-W14,ADYAR,Adyar,Tamil Nadu,Chennai,2014-04-01,2014-04-07,14,2014,synthetic_historical,0.8,5.8,LOW,POOR,0.22,8.7,14200,0.1,0.75,5,14.2,1,4,2,0,0,1,0,0,NONE,0,6.2821,4.0468,0.8974,27.7661,30.8116,1.9654,68.6691,78.0147,37.0892,41.6864,33.8188,17.5666,29.6662,1013.1956,57.7681,85.7291,0,0,0,0,0,6.8949,0.1134,0,0.1222,0,NONE,0,NONE,NONE,0,0.096,0.0799,0.0946,0.0,0.0,3.577,0.3393,0.1171,0,0.0,NONE
RISK-ADYAR-2014-W15,ADYAR,Adyar,Tamil Nadu,Chennai,2014-04-07,2014-04-13,15,2014,synthetic_historical,0.8,5.8,LOW,POOR,0.22,8.7,14200,0.1,0.68,5,14.2,1,4,2,0,0,1,0,0,NONE,0,1.0575,0.6363,0.1511,20.0723,136.0471,-4.071,55.4115,60.8448,34.1949,39.3523,28.4885,12.1157,19.6382,1010.1352,29.5119,92.5363,0,0,0,0,0,1.4158,0.3511,1,0.1307,0,NONE,0,NONE,NONE,0,0.1171,0.096,0.1144,0.0,0.0,6.2821,0.5578,0.0767,0,0.0,NONE
RISK-ADYAR-2014-W16,ADYAR,Adyar,Tamil Nadu,Chennai,2014-04-14,2014-04-20,16,2014,synthetic_historical,0.8,5.8,LOW,POOR,0.22,8.7,14200,0.1,0.61,5,14.2,1,4,2,0,0,1,0,0,NONE,0,0.302,0.2091,0.0431,7.0816,118.301,5.836,53.7763,57.1057,37.9615,40.6178,32.7322,7.3375,27.0564,1011.1055,19.428,86.0805,0,0,0,0,0,0.4393,0.0088,1,0.3773,0,NONE,0,NONE,NONE,0,0.0767,0.1171,0.0799,0.0,0.0,1.0575,0.5697,0.1147,0,0.0,NONE
RISK-ADYAR-2014-W17,ADYAR,Adyar,Tamil Nadu,Chennai,2014-04-21,2014-04-27,17,2014,synthetic_historical,0.8,5.8,LOW,POOR,0.22,8.7,14200,0.1,0.84,5,14.2,1,4,2,0,0,1,0,0,NONE,0,12.1118,9.17,1.7303,31.0849,44.9338,0.3941,67.3537,77.1001,35.0873,37.4499,31.3482,23.5381,34.157,1010.7436,97.7773,82.6679,0,0,0,0,0,9.8592,0.3047,1,0.2099,0,NONE,0,NONE,NONE,0,0.1147,0.0767,0.096,0.0,0.0,0.302,0.40065,0.1034,0,0.0,NONE
RISK-ADYAR-2014-W18,ADYAR,Adyar,Tamil Nadu,Chennai,2014-04-28,2014-05-04,18,2014,synthetic_historical,0.8,5.8,LOW,POOR,0.22,8.7,14200,0.1,0.63,5,14.2,1,4,2,0,0,1,0,0,NONE,0,2.9529,2.2022,0.4218,19.0662,169.6354,1.1584,68.2142,77.8517,36.2197,38.3045,32.1397,14.0588,30.1011,1009.6241,95.7512,138.9987,0,0,0,0,0,3.4371,0.0035,1,0.3721,0,NONE,0,NONE,NONE,0,0.1034,0.1147,0.1171,0.0,0.0,12.1118,0.7054750000000001,0.0646,0,0.0,NONE
RISK-ADYAR-2014-W19,ADYAR,Adyar,Tamil Nadu,Chennai,2014-05-05,2014-05-11,19,2014,synthetic_historical,0.8,5.8,LOW,POOR,0.22,8.7,14200,0.1,0.76,5,14.2,1,5,2,0,0,1,0,0,NONE,0,11.9232,7.2918,1.7033,41.5364,186.8642,4.2491,65.9074,73.6302,34.4406,37.6755,30.9682,5.0717,16.7956,1013.6037,55.7274,78.2506,0,0,1,0,0,17.3104,0.0686,1,0.1018,0,NONE,0,NONE,NONE,0,0.0646,0.1034,0.0767,0.0,0.0,2.9529,0.586575,0.1624,0,0.0,NONE
RISK-ADYAR-2014-W20,ADYAR,Adyar,Tamil Nadu,Chennai,2014-05-12,2014-05-18,20,2014,synthetic_historical,0.8,5.8,LOW,POOR,0.22,8.7,14200,0.1,0.62,5,14.2,1,5,2,0,0,1,0,0,NONE,0,13.0065,9.4141,1.8581,57.285,110.6897,-4.0134,50.2812,59.5006,32.8145,36.2063,29.6067,18.8506,24.6783,1009.8153,0.458,74.2206,0,0,0,0,0,19.0725,0.3531,0,0.266,0,NONE,0,NONE,NONE,0,0.1624,0.0646,0.1147,0.0,0.0,11.9232,0.974625,0.0726,0,0.0,NONE
RISK-ADYAR-2014-W21,ADYAR,Adyar,Tamil Nadu,Chennai,2014-05-19,2014-05-25,21,2014,synthetic_historical,0.8,5.8,LOW,POOR,0.22,8.7,14200,0.1,0.64,5,14.2,1,5,2,0,0,1,0,0,NONE,0,8.3092,5.3633,1.187,24.5054,73.8748,-3.8227,62.5324,70.6438,36.8336,39.826,33.3123,17.4455,33.2428,1010.0467,10.3291,57.5948,0,0,0,0,0,9.5141,0.2748,1,0.2624,0,NONE,0,NONE,NONE,0,0.0726,0.1624,0.1034,0.0,0.0,13.0065,1.428375,0.1217,0,0.0,NONE
RISK-ADYAR-2014-W22,ADYAR,Adyar,Tamil Nadu,Chennai,2014-05-26,2014-06-01,22,2014,synthetic_historical,0.8,5.8,LOW,POOR,0.22,8.7,14200,0.1,0.89,5,14.2,1,5,2,0,0,1,0,0,NONE,0,0.5151,0.3247,0.0736,3.2573,38.8536,8.3308,66.9416,75.6233,33.9978,36.8918,30.8215,12.9242,31.7552,1009.9977,19.6991,140.3501,0,0,0,0,0,0.4499,0.1978,0,0.421,0,NONE,0,NONE,NONE,0,0.1217,0.0726,0.0646,0.0,0.0,8.3092,1.29255,0.0859,0,0.0,NONE
RISK-ADYAR-2014-W23,ADYAR,Adyar,Tamil Nadu,Chennai,2014-06-02,2014-06-08,23,2014,synthetic_historical,0.8,5.8,LOW,POOR,0.22,8.7,14200,0.1,0.9,5,14.2,1,6,2,0,1,0,0,0,NONE,0,24.801,19.6521,3.543,39.7393,212.3606,4.646,72.5608,79.8837,28.0568,30.8105,24.2838,24.5343,37.5799,1010.6367,81.748,147.0184,0,0,0,0,0,13.9763,0.178,0,0.4092,0,NONE,0,NONE,NONE,0,0.0859,0.1217,0.1624,0.0,0.0,0.5151,1.2055,0.3093,0,0.05,NONE
RISK-ADYAR-2014-W24,ADYAR,Adyar,Tamil Nadu,Chennai,2014-06-09,2014-06-15,24,2014,synthetic_historical,0.8,5.8,LOW,POOR,0.22,8.7,14200,0.1,0.71,5,14.2,1,6,2,0,1,0,0,0,NONE,0,45.2708,30.7082,6.4673,64.4469,132.8893,2.0126,61.2884,66.586,28.7872,31.8035,26.506,14.4506,25.5615,1009.6128,78.5276,97.5319,0,0,0,0,0,51.9775,0.0457,0,0.3247,0,NONE,0,NONE,NONE,0,0.3093,0.0859,0.0726,0.0,0.0,24.801,1.665425,0.2961,0,0.05,NONE
RISK-ADYAR-2014-W25,ADYAR,Adyar,Tamil Nadu,Chennai,2014-06-16,2014-06-22,25,2014,synthetic_historical,0.8,5.8,LOW,POOR,0.22,8.7,14200,0.1,0.66,5,14.2,1,6,2,0,1,0,0,0,NONE,0,36.3726,22.1346,5.1961,46.1466,155.8265,8.7443,67.8788,70.0002,33.425,39.2905,30.7464,22.832,31.5831,1009.2008,74.2504,100.3548,0,0,1,0,0,53.8646,0.2442,1,0.26,0,NONE,0,NONE,NONE,0,0.2961,0.3093,0.1217,0.0,0.0,45.2708,2.817725,0.37,0,0.12,NONE
RISK-ADYAR-2014-W26,ADYAR,Adyar,Tamil Nadu,Chennai,2014-06-23,2014-06-29,26,2014,synthetic_historical,0.8,5.8,LOW,POOR,0.22,8.7,14200,0.1,0.77,5,14.2,1,6,2,0,1,0,0,0,NONE,0,14.863,9.0759,2.1233,50.8949,161.7741,6.4956,75.9796,87.2179,27.3796,32.6094,24.2578,14.4132,34.3009,1013.3785,21.5581,126.8781,0,0,0,0,0,20.4059,0.1401,1,0.475,0,NONE,0,NONE,NONE,0,0.37,0.2961,0.0859,0.0,0.0,36.3726,3.82,0.2472,0,0.05,NONE
RISK-ADYAR-2014-W27,ADYAR,Adyar,Tamil Nadu,Chennai,2014-06-30,2014-07-06,27,2014,synthetic_historical,0.8,5.8,LOW,POOR,0.22,8.7,14200,0.1,0.55,5,14.2,1,6,2,0,1,0,0,0,NONE,0,3.6693,2.2901,0.5242,41.2031,175.2354,-0.052,71.925,81.1765,28.2612,30.2999,24.718,15.6413,30.0078,1013.0018,7.7246,71.3244,0,0,1,0,0,2.1994,0.1303,0,0.2475,0,NONE,0,NONE,NONE,0,0.2472,0.37,0.3093,0.0,0.0,14.863,4.332425,0.2695,0,0.05,NONE
RISK-ADYAR-2014-W27,ADYAR,Adyar,Tamil Nadu,Chennai,2014-07-01,2014-07-07,27,2014,synthetic_historical,0.8,5.8,LOW,POOR,0.22,8.7,14200,0.1,0.7,5,14.2,1,7,3,0,1,0,0,0,NONE,0,3.5611,2.7542,0.5087,47.1772,177.6967,-3.2215,69.9737,73.5239,30.518,35.168,26.6425,24.9177,34.0651,1009.6482,54.3488,68.8582,0,0,0,0,0,2.3914,0.8152,2,0.9745,0,NONE,1,CURFEW,MODERATE,1,0.2695,0.2472,0.2961,0.0,0.0,3.6693,3.577725,0.2641,0,0.05,RSMD
RISK-ADYAR-2014-W28,ADYAR,Adyar,Tamil Nadu,Chennai,2014-07-07,2014-07-13,28,2014,synthetic_historical,0.8,5.8,LOW,POOR,0.22,8.7,14200,0.1,0.67,5,14.2,1,7,3,0,1,0,0,0,NONE,0,38.8709,23.9013,5.553,82.1144,112.3631,-0.4522,74.3205,84.8594,33.0098,35.1448,30.4189,13.3875,23.3601,1013.3269,7.3028,72.9816,0,0,0,0,0,29.6488,0.056,0,0.3054,0,NONE,0,NONE,NONE,0,0.2641,0.2695,0.37,0.0,0.0,3.5611,2.088075,0.3181,0,0.05,NONE
RISK-ADYAR-2014-W29,ADYAR,Adyar,Tamil Nadu,Chennai,2014-07-14,2014-07-20,29,2014,synthetic_historical,0.8,5.8,LOW,POOR,0.22,8.7,14200,0.1,0.82,5,14.2,1,7,3,0,1,0,0,0,NONE,0,28.3445,17.2218,4.0492,52.3596,97.1233,7.5449,61.0123,69.1989,30.7666,33.5712,27.1441,5.9231,24.0269,1013.7518,93.8272,55.5328,0,0,0,0,0,24.5493,0.1719,1,0.4502,0,NONE,0,NONE,NONE,0,0.3181,0.2641,0.2472,0.0,0.0,38.8709,2.1773,0.261,0,0.05,NONE
RISK-ADYAR-2014-W30,ADYAR,Adyar,Tamil Nadu,Chennai,2014-07-21,2014-07-27,30,2014,synthetic_historical,0.8,5.8,LOW,POOR,0.22,8.7,14200,0.1,0.9,5,14.2,1,7,3,0,1,0,0,0,NONE,0,8.9131,6.3779,1.2733,40.7767,95.6555,6.9025,83.9861,95.6967,34.3294,37.8477,29.3224,11.9377,20.317,1011.6058,35.7171,52.6457,0,0,0,0,0,7.9362,0.323,0,0.1737,0,NONE,0,NONE,NONE,0,0.261,0.3181,0.2695,0.0,0.0,28.3445,2.658775,0.3078,0,0.05,NONE
RISK-ADYAR-2014-W31,ADYAR,Adyar,Tamil Nadu,Chennai,2014-07-28,2014-08-03,31,2014,synthetic_historical,0.8,5.8,LOW,POOR,0.22,8.7,14200,0.1,0.77,5,14.2,1,7,3,0,1,0,0,0,NONE,0,29.7776,20.4302,4.2539,60.1681,199.5111,4.6717,65.2698,68.8006,32.7013,35.1668,30.3037,22.2289,30.0272,1011.576,35.3023,148.2077,0,0,0,0,0,33.4605,0.1552,1,0.1383,0,NONE,0,NONE,NONE,0,0.3078,0.261,0.2641,0.0,0.0,8.9131,2.8460500000000004,0.3007,0,0.05,NONE
RISK-ADYAR-2014-W32,ADYAR,Adyar,Tamil Nadu,Chennai,2014-08-04,2014-08-10,32,2014,synthetic_historical,0.8,5.8,LOW,POOR,0.22,8.7,14200,0.1,0.57,5,14.2,1,8,3,0,1,0,0,0,NONE,0,8.3297,6.382,1.19,17.0114,201.6252,3.4053,65.0804,78.8318,29.0941,31.6572,24.7172,6.9247,26.7097,1013.0936,14.2243,140.5563,0,0,0,0,0,5.1662,0.004,1,0.2363,0,NONE,0,NONE,NONE,0,0.3007,0.3078,0.3181,0.0,0.0,29.7776,3.78235,0.2679,0,0.05,NONE
RISK-ADYAR-2014-W33,ADYAR,Adyar,Tamil Nadu,Chennai,2014-08-11,2014-08-17,33,2014,synthetic_historical,0.8,5.8,LOW,POOR,0.22,8.7,14200,0.1,0.63,5,14.2,1,8,3,0,1,0,0,0,NONE,0,0.1455,0.0894,0.0208,46.3141,85.9423,1.9821,70.7972,84.7925,32.3688,34.4844,28.6024,18.389,37.7975,1009.4901,93.9004,65.3451,0,0,0,0,0,0.0875,0.096,1,0.1137,0,NONE,0,NONE,NONE,0,0.2679,0.3007,0.261,0.0,0.0,8.3297,2.6916,0.2422,0,0.05,NONE
RISK-ADYAR-2014-W34,ADYAR,Adyar,Tamil Nadu,Chennai,2014-08-18,2014-08-24,34,2014,synthetic_historical,0.8,5.8,LOW,POOR,0.22,8.7,14200,0.1,0.54,5,14.2,1,8,3,0,1,0,0,0,NONE,0,24.6225,17.3188,3.5175,59.7088,72.2654,1.8979,83.2491,97.2555,28.1807,31.8912,24.0851,16.6315,32.936,1013.1278,31.6302,58.1569,0,0,0,0,0,32.7276,0.1061,0,0.4159,0,NONE,0,NONE,NONE,0,0.2422,0.2679,0.3078,0.0,0.0,0.1455,1.6845,0.3159,0,0.05,NONE
RISK-ADYAR-2014-W35,ADYAR,Adyar,Tamil Nadu,Chennai,2014-08-25,2014-08-31,35,2014,synthetic_historical,0.8,5.8,LOW,POOR,0.22,8.7,14200,0.1,0.62,5,14.2,1,8,3,0,1,0,0,0,NONE,0,17.7613,12.8776,2.5373,41.4959,205.7878,7.6561,82.7389,95.6483,29.8832,34.9783,24.0825,20.8757,28.4867,1012.6932,47.0671,89.5224,0,0,1,0,0,14.8023,0.1208,0,0.2332,0,NONE,0,NONE,NONE,0,0.3159,0.2422,0.3007,0.0,0.0,24.6225,2.24555,0.3653,0,0.12,NONE
RISK-ADYAR-2014-W36,ADYAR,Adyar,Tamil Nadu,Chennai,2014-09-01,2014-09-07,36,2014,synthetic_historical,0.8,5.8,LOW,POOR,0.22,8.7,14200,0.1,0.65,5,14.2,1,9,3,0,1,0,0,0,NONE,0,43.6862,27.4353,6.2409,82.3465,166.703,-0.817,62.0268,65.5358,28.2028,33.9099,22.6834,14.4003,23.3157,1012.3148,28.1565,109.5532,0,0,1,0,0,49.8949,0.0411,0,0.1669,0,NONE,0,NONE,NONE,0,0.3653,0.3159,0.2679,0.0,0.0,17.7613,1.8164,0.343,0,0.05,NONE
RISK-ADYAR-2014-W37,ADYAR,Adyar,Tamil Nadu,Chennai,2014-09-08,2014-09-14,37,2014,synthetic_historical,0.8,5.8,LOW,POOR,0.22,8.7,14200,0.1,0.72,5,14.2,1,9,3,0,1,0,0,0,NONE,0,8.3088,6.0428,1.187,45.5888,218.0331,1.7701,73.5748,86.2273,27.5093,31.946,22.0994,15.8265,28.7752,1009.663,0.0762,62.649,0,0,0,0,0,4.829,0.0392,0,0.4248,0,NONE,0,NONE,NONE,0,0.343,0.3653,0.2422,0.0,0.0,43.6862,3.079125,0.2648,0,0.05,NONE
